Date,District,Warehouse_Name,Number_of_Guards,Police_Units
2024-01-03,Невский,Мятновы,3,3
2024-01-03,Невский,Сметанинковы,1,1
2024-01-02,Мышеостровский,Колбасовы,8,6
2024-01-02,Мышеостровский,Молочковы,7,7
2024-01-02,Мышеостровский,Мятновы,1,1
2024-01-02,Мышеостровский,Сметанинковы,10,8
2024-01-02,Краснокотейский,Колбасовы,9,7
2024-01-02,Краснокотейский,Молочковы,2,2
2024-01-02,Краснокотейский,Мятновы,4,3
2024-01-02,Краснокотейский,Сметанинковы,8,7
2024-01-02,Мышесельский,Колбасовы,7,5
2024-01-02,Мышесельский,Молочковы,7,5
2024-01-02,Мышесельский,Мятновы,7,6
2024-01-02,Мышесельский,Сметанинковы,8,7
2024-01-02,Петрокотский,Колбасовы,5,4
2024-01-02,Петрокотский,Молочковы,5,4
2024-01-02,Петрокотский,Мятновы,3,2
2024-01-02,Петрокотский,Сметанинковы,6,4
2024-01-02,Приморский,Колбасовы,10,9
2024-01-02,Приморский,Молочковы,2,2
2024-01-02,Приморский,Мятновы,7,5
2024-01-02,Приморский,Сметанинковы,7,7
2024-01-02,Невский,Колбасовы,2,1
2024-01-02,Невский,Молочковы,6,4
2024-01-02,Невский,Мятновы,5,4
2024-01-02,Невский,Сметанинковы,8,8
2024-01-01,Мышеостровский,Колбасовы,3,2
2024-01-01,Мышеостровский,Молочковы,4,4
2024-01-01,Мышеостровский,Мятновы,9,7
2024-01-01,Мышеостровский,Сметанинковы,3,3
2024-01-01,Краснокотейский,Колбасовы,6,5
2024-01-01,Краснокотейский,Молочковы,6,4
2024-01-01,Краснокотейский,Мятновы,9,7
2024-01-01,Краснокотейский,Сметанинковы,5,4
2024-01-01,Мышесельский,Колбасовы,10,9
2024-01-01,Мышесельский,Молочковы,9,7
2024-01-01,Мышесельский,Мятновы,10,8
2024-01-01,Мышесельский,Сметанинковы,1,1
2024-01-01,Петрокотский,Колбасовы,7,5
2024-01-01,Петрокотский,Молочковы,9,7
2024-01-01,Петрокотский,Мятновы,4,4
2024-01-01,Петрокотский,Сметанинковы,3,1
2024-01-01,Приморский,Колбасовы,10,9
2024-01-01,Приморский,Молочковы,3,3
2024-01-01,Приморский,Мятновы,9,8
2024-01-01,Приморский,Сметанинковы,6,6
2024-01-01,Невский,Колбасовы,3,1
2024-01-01,Невский,Молочковы,6,4
2024-01-01,Невский,Мятновы,5,5
2024-01-01,Невский,Сметанинковы,3,3
2023-12-31,Мышеостровский,Колбасовы,4,3
2023-12-31,Мышеостровский,Молочковы,4,4
2023-12-31,Мышеостровский,Мятновы,2,1
2023-12-31,Мышеостровский,Сметанинковы,5,5
2023-12-31,Краснокотейский,Колбасовы,5,4
2023-12-31,Краснокотейский,Молочковы,3,1
2023-12-31,Краснокотейский,Мятновы,11,9
2023-12-31,Краснокотейский,Сметанинковы,11,9
2023-12-31,Мышесельский,Колбасовы,5,3
2023-12-31,Мышесельский,Молочковы,1,1
2023-12-31,Мышесельский,Мятновы,4,3
2023-12-31,Мышесельский,Сметанинковы,11,9
2023-12-31,Петрокотский,Колбасовы,9,8
2023-12-31,Петрокотский,Молочковы,3,3
2023-12-31,Петрокотский,Мятновы,1,1
2023-12-31,Петрокотский,Сметанинковы,3,2
2023-12-31,Приморский,Колбасовы,4,4
2023-12-31,Приморский,Молочковы,2,1
2023-12-31,Приморский,Мятновы,6,6
2023-12-31,Приморский,Сметанинковы,1,1
2023-12-31,Невский,Колбасовы,3,2
2023-12-31,Невский,Молочковы,8,6
2023-12-31,Невский,Мятновы,7,5
2023-12-31,Невский,Сметанинковы,3,1
2023-12-30,Мышеостровский,Колбасовы,11,9
2023-12-30,Мышеостровский,Молочковы,7,7
2023-12-30,Мышеостровский,Мятновы,9,8
2023-12-30,Мышеостровский,Сметанинковы,5,4
2023-12-30,Краснокотейский,Колбасовы,1,1
2023-12-30,Краснокотейский,Молочковы,6,5
2023-12-30,Краснокотейский,Мятновы,8,8
2023-12-30,Краснокотейский,Сметанинковы,9,7
2023-12-30,Мышесельский,Колбасовы,4,3
2023-12-30,Мышесельский,Молочковы,9,9
2023-12-30,Мышесельский,Мятновы,4,3
2023-12-30,Мышесельский,Сметанинковы,8,6
2023-12-30,Петрокотский,Колбасовы,7,6
2023-12-30,Петрокотский,Молочковы,4,3
2023-12-30,Петрокотский,Мятновы,4,4
2023-12-30,Петрокотский,Сметанинковы,3,2
2023-12-30,Приморский,Колбасовы,6,6
2023-12-30,Приморский,Молочковы,6,6
2023-12-30,Приморский,Мятновы,4,4
2023-12-30,Приморский,Сметанинковы,4,2
2023-12-30,Невский,Колбасовы,9,9
2023-12-30,Невский,Молочковы,9,8
2023-12-30,Невский,Мятновы,6,5
2023-12-30,Невский,Сметанинковы,6,5
2023-12-29,Мышеостровский,Колбасовы,7,5
2023-12-29,Мышеостровский,Молочковы,8,6
2023-12-29,Мышеостровский,Мятновы,7,7
2023-12-29,Мышеостровский,Сметанинковы,3,1
2023-12-29,Краснокотейский,Колбасовы,3,3
2023-12-29,Краснокотейский,Молочковы,2,1
2023-12-29,Краснокотейский,Мятновы,7,7
2023-12-29,Краснокотейский,Сметанинковы,4,2
2023-12-29,Мышесельский,Колбасовы,9,8
2023-12-29,Мышесельский,Молочковы,6,6
2023-12-29,Мышесельский,Мятновы,6,6
2023-12-29,Мышесельский,Сметанинковы,7,6
2023-12-29,Петрокотский,Колбасовы,6,5
2023-12-29,Петрокотский,Молочковы,7,5
2023-12-29,Петрокотский,Мятновы,8,7
2023-12-29,Петрокотский,Сметанинковы,6,5
2023-12-29,Приморский,Колбасовы,6,6
2023-12-29,Приморский,Молочковы,7,6
2023-12-29,Приморский,Мятновы,9,8
2023-12-29,Приморский,Сметанинковы,7,5
2023-12-29,Невский,Колбасовы,5,5
2023-12-29,Невский,Молочковы,2,1
2023-12-29,Невский,Мятновы,4,4
2023-12-29,Невский,Сметанинковы,1,1
2023-12-28,Мышеостровский,Колбасовы,2,2
2023-12-28,Мышеостровский,Молочковы,4,4
2023-12-28,Мышеостровский,Мятновы,11,9
2023-12-28,Мышеостровский,Сметанинковы,5,3
2023-12-28,Краснокотейский,Колбасовы,9,7
2023-12-28,Краснокотейский,Молочковы,5,5
2023-12-28,Краснокотейский,Мятновы,3,1
2023-12-28,Краснокотейский,Сметанинковы,3,3
2023-12-28,Мышесельский,Колбасовы,2,2
2023-12-28,Мышесельский,Молочковы,3,1
2023-12-28,Мышесельский,Мятновы,6,5
2023-12-28,Мышесельский,Сметанинковы,6,4
2023-12-28,Петрокотский,Колбасовы,3,1
2023-12-28,Петрокотский,Молочковы,6,5
2023-12-28,Петрокотский,Мятновы,3,3
2023-12-28,Петрокотский,Сметанинковы,8,6
2023-12-28,Приморский,Колбасовы,5,3
2023-12-28,Приморский,Молочковы,8,8
2023-12-28,Приморский,Мятновы,5,3
2023-12-28,Приморский,Сметанинковы,9,9
2023-12-28,Невский,Колбасовы,10,9
2023-12-28,Невский,Молочковы,11,9
2023-12-28,Невский,Мятновы,5,5
2023-12-28,Невский,Сметанинковы,2,1
2023-12-27,Мышеостровский,Колбасовы,10,8
2023-12-27,Мышеостровский,Молочковы,9,8
2023-12-27,Мышеостровский,Мятновы,8,8
2023-12-27,Мышеостровский,Сметанинковы,6,4
2023-12-27,Краснокотейский,Колбасовы,4,2
2023-12-27,Краснокотейский,Молочковы,5,5
2023-12-27,Краснокотейский,Мятновы,8,8
2023-12-27,Краснокотейский,Сметанинковы,8,8
2023-12-27,Мышесельский,Колбасовы,8,8
2023-12-27,Мышесельский,Молочковы,7,6
2023-12-27,Мышесельский,Мятновы,4,4
2023-12-27,Мышесельский,Сметанинковы,4,2
2023-12-27,Петрокотский,Колбасовы,10,8
2023-12-27,Петрокотский,Молочковы,9,7
2023-12-27,Петрокотский,Мятновы,9,9
2023-12-27,Петрокотский,Сметанинковы,4,4
2023-12-27,Приморский,Колбасовы,6,6
2023-12-27,Приморский,Молочковы,8,8
2023-12-27,Приморский,Мятновы,5,5
2023-12-27,Приморский,Сметанинковы,4,3
2023-12-27,Невский,Колбасовы,4,2
2023-12-27,Невский,Молочковы,6,4
2023-12-27,Невский,Мятновы,3,1
2023-12-27,Невский,Сметанинковы,9,8
2023-12-26,Мышеостровский,Колбасовы,5,4
2023-12-26,Мышеостровский,Молочковы,7,7
2023-12-26,Мышеостровский,Мятновы,11,9
2023-12-26,Мышеостровский,Сметанинковы,2,2
2023-12-26,Краснокотейский,Колбасовы,6,6
2023-12-26,Краснокотейский,Молочковы,7,6
2023-12-26,Краснокотейский,Мятновы,2,2
2023-12-26,Краснокотейский,Сметанинковы,9,8
2023-12-26,Мышесельский,Колбасовы,10,8
2023-12-26,Мышесельский,Молочковы,3,3
2023-12-26,Мышесельский,Мятновы,7,6
2023-12-26,Мышесельский,Сметанинковы,2,1
2023-12-26,Петрокотский,Колбасовы,10,9
2023-12-26,Петрокотский,Молочковы,8,7
2023-12-26,Петрокотский,Мятновы,4,2
2023-12-26,Петрокотский,Сметанинковы,5,5
2023-12-26,Приморский,Колбасовы,5,4
2023-12-26,Приморский,Молочковы,6,6
